"id","nombre","barrio","latitud","longitud","tipo_propiedad","capacidad","banos","bano_compartido","dormitorios","camas","precio","noches_minimas","noches_maximas","disponible","disponibilidad_30","disponibilidad_60","disponibilidad_90","disponibilidad_365","n_reviews","n_reviews_u30d","puntuacion_reviews_general","puntuacion_reviews_precision","puntuacion_reviews_limpieza","puntuacion_reviews_checkin","puntuacion_reviews_comunicacion","puntuacion_reviews_localizacion","puntuacion_reviews_valor"
18674,"Rental unit in Barcelona · ★4.30 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,202,1,1125,TRUE,4,11,21,34,38,0,4,4,4,4,4,4,4
23197,"Rental unit in Sant Adria de Besos · ★4.77 · 3 bedrooms · 4 beds · 2 baths","Sant Martí",41,2,"Entire home/apt",5,2,FALSE,3,4,255,3,300,TRUE,16,31,61,150,73,1,4,4,4,4,4,4,4
117010,"Rental unit in Barcelona · ★4.55 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,331,2,30,FALSE,0,0,0,0,48,1,4,4,4,4,4,4,4
32711,"Rental unit in Barcelona · ★4.46 · 2 bedrooms · 3 beds · 1.5 baths","Gràcia",41,2,"Entire home/apt",6,1,FALSE,2,3,171,21,31,TRUE,6,17,43,310,95,1,4,4,4,4,4,4,4
118228,"Rental unit in Barcelona · ★4.56 · 3 bedrooms · 5 beds · 2.5 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,5,333,2,28,FALSE,0,0,0,0,50,0,4,4,4,4,4,4,4
128463,"Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 2 baths","Sants-Montjuïc",41,2,"Entire home/apt",2,2,FALSE,1,1,80,3,1125,TRUE,2,9,32,303,395,6,4,4,4,4,4,4,4
343864,"Rental unit in Barcelona · ★4.56 · 3 bedrooms · 5 beds · 2 baths","Gràcia",41,2,"Entire home/apt",7,2,FALSE,3,5,206,3,1125,TRUE,7,18,18,266,32,1,4,4,4,4,4,4,4
34981,"Rental unit in Barcelona · ★4.53 · 4 bedrooms · 6 beds · 3 baths","Ciutat Vella",41,2,"Entire home/apt",9,3,FALSE,4,6,322,5,365,TRUE,5,20,38,194,211,2,4,4,4,4,4,4,4
343866,"Rental unit in Barcelona · ★4.43 · 3 bedrooms · 4 beds · 2 baths","Gràcia",41,2,"Entire home/apt",7,2,FALSE,3,4,216,3,1125,TRUE,6,12,31,279,85,1,4,4,4,4,4,4,4
135513,"Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 1.5 baths","Sant Martí",41,2,"Entire home/apt",5,1,FALSE,2,3,90,90,365,TRUE,30,60,90,365,131,0,4,4,4,4,4,4,4
36763,"Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath","Ciutat Vella",41,2,"Private room",1,1,TRUE,2,1,30,31,65,TRUE,2,25,55,235,107,0,4,4,4,4,4,4,4
136670,"Rental unit in Barcelona · ★4.60 · 1 bedroom · 1 bed · 1 shared bath","Les Corts",41,2,"Private room",1,1,TRUE,2,1,40,32,1125,TRUE,0,18,18,266,132,1,4,4,4,4,4,4,4
138055,"Rental unit in Barcelona · ★4.49 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,367,2,28,FALSE,0,0,0,0,115,1,4,4,4,4,4,4,4
343972,"Rental unit in Barcelona · ★4.67 · 1 bedroom · 2 beds · 1 bath","Sants-Montjuïc",41,2,"Private room",2,1,FALSE,2,2,30,2,1125,TRUE,0,0,0,0,7,0,4,4,4,4,5,4,4
40983,"Condo in Barcelona · ★4.38 · 1 bedroom · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",4,1,FALSE,1,2,155,2,364,TRUE,0,1,9,58,281,3,4,4,4,4,4,4,4
345129,"Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 private bath","Ciutat Vella",41,2,"Private room",3,1,FALSE,2,2,65,31,120,TRUE,23,53,83,83,32,0,4,4,4,4,4,4,4
147275,"Rental unit in Barcelona · ★4.25 · 1 bedroom · 1 bed · 1 shared bath","Horta-Guinardó",41,2,"Private room",1,1,TRUE,2,1,18,31,1125,TRUE,5,11,34,309,130,1,4,4,4,4,4,4,4
154437,"Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1 shared bath","Eixample",41,2,"Private room",1,1,TRUE,2,1,32,31,75,TRUE,0,0,0,0,95,0,4,4,4,4,4,4,4
41952,"Rental unit in Barcelona · ★4.35 · 2 bedrooms · 4 beds · 2 baths","Gràcia",41,2,"Entire home/apt",4,2,FALSE,2,4,164,3,365,TRUE,7,8,8,281,73,1,4,4,4,4,4,4,4
162091,"Rental unit in Barcelona · ★4.51 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,324,2,30,FALSE,0,0,0,0,63,0,4,4,4,4,4,4,4
351395,"Condo in Barcelona · ★4.56 · 3 bedrooms · 4 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,3,4,253,1,1125,TRUE,9,39,69,338,82,1,4,4,4,4,4,4,4
46153,"Rental unit in Barcelona · ★4.17 · 2 bedrooms · 3 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",2,1,FALSE,2,3,45,31,186,TRUE,0,0,0,257,6,0,4,4,3,4,4,4,3
352772,"Rental unit in Barcelona · ★4.73 · 2 bedrooms · 5 beds · 1 bath","Eixample",41,2,"Entire home/apt",5,1,FALSE,2,5,133,2,90,TRUE,2,12,41,308,205,5,4,4,4,4,4,4,4
353640,"Rental unit in Barcelona · ★4.57 · 2 bedrooms · 4 beds · 1.5 baths","Ciutat Vella",41,2,"Entire home/apt",6,1,FALSE,2,4,146,1,1125,TRUE,3,5,27,225,189,1,4,4,4,4,4,4,4
164456,"Rental unit in Barcelona · ★4.74 · 2 bedrooms · 2 beds · 1 private bath","Ciutat Vella",41,2,"Private room",2,1,FALSE,2,2,100,6,90,TRUE,5,24,54,65,117,4,4,4,4,4,4,4,4
49968,"Rental unit in Barcelona · ★4.59 · 2 bedrooms · 7 beds · 1 bath","Gràcia",41,2,"Entire home/apt",6,1,FALSE,2,7,177,1,31,TRUE,10,24,52,319,83,3,4,4,4,4,4,4,4
171646,"Rental unit in Barcelona · ★4.81 · 2 bedrooms · 2 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",4,1,FALSE,2,2,152,3,330,TRUE,6,12,24,58,81,2,4,4,4,4,4,4,4
171816,"Rental unit in Barcelona · ★4.71 · 2 bedrooms · 3 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",3,1,FALSE,2,3,150,3,330,TRUE,7,21,33,67,49,3,4,4,4,4,4,4,4
357576,"Home in Barcelona · ★4.89 · 3 bedrooms · 4 beds · 1 bath","Gràcia",41,2,"Entire home/apt",6,1,FALSE,3,4,214,1,10,TRUE,0,7,30,244,371,4,4,4,4,4,4,4,4
68547,"Rental unit in Barcelona · ★4.74 · 1 bedroom · 2 beds · 2 baths","Ciutat Vella",41,2,"Private room",2,2,FALSE,2,2,150,31,730,TRUE,28,29,47,322,93,0,4,4,4,4,4,4,4
359841,"Rental unit in Barcelona · ★4.69 · 2 bedrooms · 2 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",4,1,FALSE,2,2,134,2,1125,TRUE,1,4,26,301,445,6,4,4,4,4,4,4,4
360863,"Rental unit in Barcelona · ★4.73 · 1 bedroom · 2 beds · 1 private bath","Ciutat Vella",41,2,"Private room",2,1,FALSE,2,2,50,31,150,TRUE,19,19,19,237,32,0,4,4,4,4,4,4,4
174382,"Rental unit in Barcelona · ★4.39 · 3 bedrooms · 6 beds · 1.5 baths","Eixample",41,2,"Entire home/apt",8,1,FALSE,3,6,323,2,28,FALSE,0,0,0,0,23,1,4,4,4,4,4,4,4
71520,"Rental unit in Barcelona · 3 bedrooms · 5 beds · 3.5 baths","Gràcia",41,2,"Entire home/apt",9,3,FALSE,3,5,250,5,28,TRUE,0,0,0,68,1,0,5,4,5,5,5,4,5
71553,"Rental unit in Barcelona · ★4.21 · 1 bedroom · 1 bed · 1.5 baths","Eixample",41,2,"Entire home/apt",2,1,FALSE,1,1,186,3,1125,TRUE,17,39,69,103,79,1,4,4,4,4,4,4,4
177502,"Rental unit in Barcelona · ★4.89 · 1 bedroom · 2 beds · 1 shared bath","Eixample",41,2,"Private room",2,1,TRUE,2,2,45,6,730,TRUE,1,9,39,39,18,4,4,4,4,5,5,5,4
188267,"Rental unit in Barcelona · ★4.70 · 3 bedrooms · 4 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,3,4,348,3,1125,TRUE,12,27,54,120,111,1,4,4,4,4,4,4,4
363601,"Rental unit in Barcelona · ★4.20 · 2 bedrooms · 1 bed · 1 bath","Ciutat Vella",41,2,"Entire home/apt",2,1,FALSE,2,1,60,32,350,TRUE,0,0,0,203,26,0,4,4,4,4,4,4,4
71736,"Rental unit in Barcelona · ★4.0 · 4 bedrooms · 5 beds · 1.5 baths","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,4,5,68,28,730,TRUE,30,60,90,365,11,0,4,3,3,4,3,4,4
364030,"Rental unit in Barcelona · ★4.66 · 2 bedrooms · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",4,1,FALSE,2,2,173,2,15,TRUE,9,12,38,295,377,4,4,4,4,4,4,4,4
365911,"Rental unit in Barcelona · ★4.71 · 3 bedrooms · 3 beds · 1.5 baths","Eixample",41,2,"Entire home/apt",4,1,FALSE,3,3,213,1,1125,TRUE,7,19,49,197,127,0,4,4,4,4,4,4,4
190348,"Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath","Les Corts",41,2,"Private room",2,1,FALSE,2,1,46,7,15,FALSE,0,0,0,0,1,0,5,5,5,4,5,5,5
72436,"Serviced apartment in Barcelona · ★4.74 · 1 bedroom · 2 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",3,1,FALSE,1,2,259,1,28,TRUE,30,58,88,170,711,1,4,4,4,4,4,4,4
196021,"Rental unit in Barcelona · ★4.94 · 4 bedrooms · 5 beds · 4 baths","Eixample",41,2,"Entire home/apt",8,4,FALSE,4,5,386,1,27,TRUE,0,9,24,229,375,3,4,4,4,4,4,4,4
196196,"Rental unit in Barcelona · ★4.43 · 4 bedrooms · 7 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,4,7,342,2,32,FALSE,0,0,0,0,124,1,4,4,4,4,4,4,4
370665,"Rental unit in Barcelona · 3 bedrooms · 4 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",6,1,FALSE,3,4,240,32,1125,TRUE,30,60,90,365,2,0,4,4,4,5,5,5,5
377161,"Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 1 bath","Gràcia",41,2,"Entire home/apt",4,1,FALSE,2,3,150,3,365,TRUE,6,9,34,86,553,6,4,4,4,4,4,4,4
72793,"Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",2,1,FALSE,2,2,65,28,1000,TRUE,0,0,0,248,2,0,5,5,4,5,5,4,4
72794,"Rental unit in Barcelona · ★4.33 · 1 bedroom · 1 bed · 1.5 baths","Ciutat Vella",41,2,"Entire home/apt",2,1,FALSE,1,1,65,28,3000,TRUE,0,0,0,248,8,0,4,4,4,4,4,4,3
379868,"Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath","Eixample",41,2,"Private room",1,1,TRUE,2,1,78,3,31,TRUE,6,6,8,8,362,0,4,4,4,4,4,4,4
383894,"Rental unit in Barcelona · ★4.22 · 2 bedrooms · 4 beds · 2 baths","Ciutat Vella",41,2,"Entire home/apt",2,2,FALSE,2,4,61,32,60,TRUE,0,0,0,248,46,0,4,4,4,4,4,4,4
197267,"Rental unit in Barcelona · ★4.52 · 1 bedroom · 2 beds · 1 bath","Gràcia",41,2,"Entire home/apt",3,1,FALSE,1,2,42,31,1125,TRUE,11,15,45,45,357,1,4,4,4,4,4,4,4
73683,"Rental unit in Barcelona · ★4.57 · 4 bedrooms · 14 beds · 2 baths","Gràcia",41,2,"Entire home/apt",12,2,FALSE,4,14,360,2,30,TRUE,6,16,40,307,189,2,4,4,4,4,4,4,4
198958,"Rental unit in Barcelona · ★4.67 · 4 bedrooms · 6 beds · 2 baths","Sant Martí",41,2,"Entire home/apt",8,2,FALSE,4,6,450,2,365,TRUE,5,14,34,59,104,2,4,4,4,4,4,4,4
206122,"Rental unit in Barcelona · ★4.71 · 2 bedrooms · 2 beds · 1 bath","Gràcia",41,2,"Entire home/apt",4,1,FALSE,2,2,144,4,180,TRUE,0,4,17,82,231,4,4,4,4,4,4,4,4
384063,"Rental unit in Barcelona · ★3.57 · 3 bedrooms · 4 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,3,4,237,1,1125,TRUE,30,60,90,365,9,0,3,3,4,4,4,4,3
75003,"Rental unit in Barcelona · ★4.22 · 2 bedrooms · 3 beds · 1 bath","Eixample",41,2,"Entire home/apt",5,1,FALSE,2,3,149,2,1125,TRUE,6,31,61,74,39,1,4,4,4,4,4,4,4
384155,"Rental unit in Barcelona · ★4.45 · 2 bedrooms · 3 beds · 1.5 baths","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,2,3,82,32,89,TRUE,6,36,66,341,73,0,4,4,4,4,4,4,4
206167,"Rental unit in Barcelona · ★4.88 · 1 bedroom · 1 bed · 1 bath","Sants-Montjuïc",41,2,"Entire home/apt",2,1,FALSE,1,1,140,3,365,TRUE,2,3,3,160,138,5,4,4,4,4,4,4,4
75411,"Rental unit in Barcelona · ★4.43 · 3 bedrooms · 4 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",6,1,FALSE,3,4,165,3,330,TRUE,6,21,33,67,81,2,4,4,4,4,4,4,4
80004,"Rental unit in Barcelona · ★4.63 · 3 bedrooms · 3 beds · 1 bath","Sants-Montjuïc",41,2,"Entire home/apt",5,1,FALSE,3,3,140,5,1125,TRUE,6,10,33,80,169,1,4,4,4,4,4,4,4
83283,"Rental unit in Barcelona · ★4.40 · 1 bedroom · 1 bed · 1 shared bath","Eixample",41,2,"Private room",2,1,TRUE,1,1,71,3,365,TRUE,5,8,18,18,118,2,4,4,4,4,4,4,4
209673,"Rental unit in Barcelona · ★4.78 · 2 bedrooms · 3 beds · 1 bath","Gràcia",41,2,"Entire home/apt",3,1,FALSE,2,3,117,2,1125,TRUE,2,4,30,269,332,3,4,4,4,4,4,4,4
384464,"Rental unit in Barcelona · ★4.97 · 1 bedroom · 1 bed · 1 bath","Eixample",41,2,"Entire home/apt",2,1,FALSE,1,1,186,2,360,TRUE,1,4,21,239,198,4,4,4,4,4,4,5,4
89756,"Rental unit in Barcelona · ★4.70 · 3 bedrooms · 8 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",9,1,FALSE,3,8,337,6,1000,TRUE,1,12,22,259,24,0,4,4,4,4,4,4,4
385049,"Rental unit in Barcelona · ★4.64 · 3 bedrooms · 6 beds · 2 baths","Ciutat Vella",41,2,"Entire home/apt",6,2,FALSE,3,6,543,2,60,TRUE,8,13,38,90,271,0,4,4,4,4,4,4,4
89776,"Rental unit in Barcelona · ★4.78 · 1 bedroom · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",3,1,FALSE,1,2,196,1,365,TRUE,1,6,13,277,338,2,4,4,4,4,4,4,4
95719,"Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath","Ciutat Vella",41,2,"Private room",2,1,TRUE,2,1,70,31,1125,TRUE,30,60,90,365,259,0,4,4,4,4,4,4,4
393717,"Rental unit in Barcelona · ★4.44 · 2 bedrooms · 4 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,2,4,133,3,31,TRUE,2,3,16,260,398,5,4,4,4,4,4,4,4
214970,"Rental unit in Barcelona · ★4.66 · 1 bedroom · 1 bed · 1 shared bath","Sants-Montjuïc",41,2,"Private room",1,1,TRUE,2,1,22,31,90,TRUE,16,16,45,320,155,0,4,4,4,4,4,4,4
223096,"Loft in Barcelona · ★4.82 · 2 bedrooms · 2 beds · 2 baths","Sants-Montjuïc",41,2,"Entire home/apt",4,2,FALSE,2,2,88,31,96,TRUE,3,3,3,3,58,1,4,4,4,4,4,4,4
97529,"Rental unit in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1 bath","Gràcia",41,2,"Entire home/apt",2,1,FALSE,1,1,47,120,1125,TRUE,0,0,0,127,67,0,4,4,4,4,4,4,4
234375,"Rental unit in Barcelona · ★4.64 · 1 bedroom · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",3,1,FALSE,1,2,225,14,130,TRUE,4,34,64,244,84,1,4,4,4,4,4,4,4
399772,"Rental unit in Barcelona · ★4.86 · 2 bedrooms · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",2,1,FALSE,2,2,170,2,8,TRUE,6,11,19,92,114,3,4,4,4,4,4,4,4
402369,"Rental unit in Barcelona · ★4.29 · 2 bedrooms · 5 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",5,1,FALSE,2,5,237,2,365,TRUE,30,60,90,365,11,0,4,4,4,4,4,4,4
110041,"Rental unit in Barcelona · ★4.12 · 1 bedroom · 2 beds · 1 bath","Gràcia",41,2,"Entire home/apt",4,1,FALSE,1,2,159,2,1125,TRUE,24,49,75,331,42,0,4,4,4,3,4,4,4
408599,"Rental unit in Barcelona · ★4.65 · 3 bedrooms · 3 beds · 2 baths","Sants-Montjuïc",41,2,"Entire home/apt",7,2,FALSE,3,3,190,1,365,TRUE,4,19,49,318,512,3,4,4,4,4,4,4,4
238703,"Rental unit in Barcelona · ★4.35 · 4 bedrooms · 7 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,4,7,348,2,30,FALSE,0,0,0,0,87,0,4,4,4,4,4,4,4
239821,"Rental unit in Barcelona · ★4.15 · 3 bedrooms · 6 beds · 1 bath","Sarrià-Sant Gervasi",41,2,"Entire home/apt",8,1,FALSE,3,6,200,2,90,TRUE,6,18,48,74,49,0,4,4,4,4,4,4,4
112538,"Rental unit in Barcelona · ★4.38 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,419,2,32,FALSE,0,0,0,0,114,1,4,4,4,4,4,4,4
511739,"Rental unit in Barcelona · ★4.50 · 2 bedrooms · 5 beds · 1 bath","Eixample",41,2,"Entire home/apt",6,1,FALSE,2,5,160,1,1125,TRUE,30,60,90,365,7,0,4,4,4,4,4,4,4
417239,"Rental unit in Barcelona · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths","Gràcia",41,2,"Entire home/apt",4,1,FALSE,2,2,123,31,1125,TRUE,6,19,49,293,107,0,4,4,4,4,4,4,4
512666,"Rental unit in Barcelona · ★4.68 · 2 bedrooms · 6 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",6,1,FALSE,2,6,237,6,600,TRUE,8,9,32,247,67,0,4,4,4,4,4,4,4
241614,"Rental unit in Barcelona · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,2,2,99,32,364,TRUE,6,36,66,341,29,1,4,4,5,4,4,4,4
512737,"Rental unit in Barcelona · ★4.86 · 2 bedrooms · 3 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",5,1,FALSE,2,3,167,6,60,TRUE,5,9,11,238,35,0,4,4,4,4,4,4,4
424137,"Serviced apartment in Barcelona · ★4.69 · 2 bedrooms · 3 beds · 2 baths","Ciutat Vella",41,2,"Entire home/apt",5,2,FALSE,2,3,259,1,365,TRUE,5,10,22,204,155,2,4,4,4,4,4,4,4
424294,"Rental unit in Barcelona · ★5.0 · 1 bedroom · 2 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,1,2,233,2,1125,TRUE,30,60,90,365,3,0,5,5,4,4,5,5,4
425639,"Home in Barcelona · ★4.81 · 4 bedrooms · 5 beds · 3.5 baths","Sarrià-Sant Gervasi",41,2,"Entire home/apt",8,3,FALSE,4,5,536,2,1125,TRUE,0,0,0,246,94,0,4,4,4,4,4,4,4
513825,"Rental unit in Barcelona · ★4.67 · 3 bedrooms · 4 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,3,4,180,2,365,TRUE,3,5,23,210,82,0,4,4,4,4,4,4,4
517407,"Rental unit in Barcelona · ★4.68 · 4 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,4,6,275,2,360,TRUE,3,7,31,230,145,0,4,4,4,4,4,4,4
432482,"Rental unit in Barcelona · ★4.82 · 2 bedrooms · 4 beds · 1.5 baths","Eixample",41,2,"Entire home/apt",4,1,FALSE,2,4,239,1,1125,TRUE,1,5,20,243,369,1,4,4,4,4,4,4,4
242335,"Rental unit in Barcelona · ★4.33 · 3 bedrooms · 4 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,3,4,82,60,1125,TRUE,0,0,0,95,5,0,4,4,3,4,4,5,4
519494,"Townhouse in Barcelona · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths","Sant Martí",41,2,"Entire home/apt",5,1,FALSE,2,4,311,2,365,TRUE,0,1,1,207,40,1,4,4,4,4,4,4,4
252232,"Rental unit in Barcelona · ★4.51 · 3 bedrooms · 3 beds · 1 bath","Sant Martí",41,2,"Entire home/apt",6,1,FALSE,3,3,197,2,400,TRUE,11,20,43,77,132,0,4,4,4,4,4,4,4
253030,"Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath","Sant Andreu",41,2,"Private room",1,1,FALSE,2,1,30,3,90,FALSE,0,0,0,0,2,0,4,3,4,4,4,4,3
255195,"Rental unit in Barcelona · ★4.45 · 1 bedroom · 2 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,1,2,38,32,330,TRUE,0,0,8,283,25,0,4,4,4,4,4,4,4
437886,"Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath","Eixample",41,2,"Private room",2,1,TRUE,2,1,37,31,90,TRUE,3,28,29,92,279,0,4,4,4,4,4,4,4
438102,"Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 2 baths","Eixample",41,2,"Private room",1,2,FALSE,2,1,45,31,1125,TRUE,0,0,0,73,116,0,4,4,4,4,4,4,4
519631,"Rental unit in Barcelona · ★4.79 · 4 bedrooms · 5 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,4,5,331,2,60,TRUE,2,15,45,320,546,5,4,4,4,4,4,4,4
256354,"Rental unit in Barcelona · ★4.84 · 1 bedroom · 1 bed · 1 shared bath","Gràcia",41,2,"Private room",1,1,TRUE,2,1,28,31,1125,TRUE,0,0,0,96,69,1,4,4,4,4,4,4,4
520389,"Rental unit in Barcelona · ★4.58 · 3 bedrooms · 4 beds · 2 baths","Eixample",41,2,"Entire home/apt",5,2,FALSE,3,4,200,3,1125,TRUE,3,9,13,26,298,2,4,4,4,4,4,4,4
439057,"Rental unit in Barcelona · ★4.63 · 2 bedrooms · 3 beds · 2 baths","Gràcia",41,2,"Entire home/apt",6,2,FALSE,2,3,140,2,30,TRUE,4,6,22,202,339,4,4,4,4,4,4,4,4
522705,"Rental unit in Barcelona · ★4.78 · 2 bedrooms · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",4,1,FALSE,2,2,164,4,160,TRUE,4,6,32,245,166,1,4,4,4,4,4,4,4
440427,"Rental unit in Barcelona · ★4.48 · 2 bedrooms · 4 beds · 1 bath","Eixample",41,2,"Entire home/apt",6,1,FALSE,2,4,136,3,1125,TRUE,2,6,11,11,128,1,4,4,4,4,4,4,4
256677,"Rental unit in Barcelona · ★4.52 · 1 bedroom · 1 bed · 1 shared bath","Ciutat Vella",41,2,"Private room",2,1,TRUE,2,1,69,31,1125,TRUE,8,18,48,309,216,1,4,4,4,4,4,4,4
264125,"Rental unit in Barcelona · ★4.60 · 3 bedrooms · 4 beds · 1.5 baths","Sant Martí",41,2,"Entire home/apt",6,1,FALSE,3,4,129,3,200,TRUE,0,1,31,306,290,1,4,4,4,4,4,4,4
522987,"Rental unit in Barcelona · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths","Eixample",41,2,"Private room",2,1,TRUE,2,1,69,31,60,TRUE,2,8,14,14,298,4,4,4,4,4,4,4,4
267816,"Boat in Barcelona · ★4.56 · 4 bedrooms · 6 beds · 4 baths","Ciutat Vella",41,2,"Entire home/apt",8,4,FALSE,4,6,135,2,14,TRUE,13,43,73,348,33,0,4,4,4,4,4,4,4
443110,"Serviced apartment in Barcelona · ★4.62 · 2 bedrooms · 2 beds · 1 bath","Eixample",41,2,"Entire home/apt",3,1,FALSE,2,2,391,1,365,TRUE,10,23,53,111,49,0,4,4,4,4,4,4,4
443222,"Rental unit in Barcelona · ★4.65 · 2 bedrooms · 3 beds · 1 bath","Eixample",41,2,"Entire home/apt",5,1,FALSE,2,3,156,4,1124,TRUE,2,5,30,64,169,2,4,4,4,4,4,4,4
526016,"Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 shared bath","Eixample",41,2,"Private room",2,1,TRUE,2,1,350,300,1125,TRUE,0,0,0,0,150,0,4,4,4,4,4,4,4
443909,"Rental unit in Barcelona · ★4.78 · 1 bedroom · 1 bed · 1 shared bath","Ciutat Vella",41,2,"Private room",1,1,TRUE,2,1,35,31,31,TRUE,11,29,46,46,358,3,4,4,4,4,4,4,4
268017,"Rental unit in Barcelona · ★4.51 · 3 bedrooms · 3 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,3,3,260,2,180,TRUE,9,34,60,208,44,1,4,4,4,4,4,4,4
527183,"Rental unit in Barcelona · ★4.40 · 1 bedroom · 1 bed · 1 shared bath","Sants-Montjuïc",41,2,"Private room",1,1,TRUE,2,1,20,31,1125,TRUE,0,0,0,217,5,0,4,4,4,4,4,4,4
268022,"Rental unit in Barcelona · ★4.68 · 2 bedrooms · 3 beds · 2 baths","Eixample",41,2,"Entire home/apt",6,2,FALSE,2,3,277,2,180,TRUE,1,23,47,195,87,2,4,4,4,4,4,4,4
449854,"Rental unit in Barcelona · ★4.71 · 1 bedroom · 2 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",4,1,FALSE,1,2,155,4,1125,TRUE,2,3,32,106,208,2,4,4,4,4,4,4,4
528979,"Rental unit in Barcelona · ★4.73 · 1 bedroom · 1 private bath","Gràcia",41,2,"Private room",2,1,FALSE,2,2,65,31,90,TRUE,29,59,89,364,146,0,4,4,4,4,4,4,4
451758,"Loft in Barcelona · ★4.80 · 1 bedroom · 2 beds · 1 bath","Ciutat Vella",41,2,"Entire home/apt",3,1,FALSE,1,2,164,4,1125,TRUE,3,13,34,124,184,4,4,4,4,4,4,4,4
269467,"Loft in Barcelona · ★4.70 · 1 bedroom · 1 bed · 1 bath","Eixample",41,2,"Entire home/apt",2,1,FALSE,1,1,176,10,760,TRUE,8,34,64,339,78,2,4,4,4,4,4,4,4
272282,"Rental unit in Barcelona · ★4.93 · 3 bedrooms · 6 beds · 2 baths","Eixample",41,2,"Entire home/apt",8,2,FALSE,3,6,441,4,1125,TRUE,6,12,12,25,395,2,4,4,4,4,4,4,4
531195,"Rental unit in Barcelona · ★4.93 · 4 bedrooms · 9 beds · 2 baths","Eixample",41,2,"Entire home/apt",11,2,FALSE,4,9,358,3,45,TRUE,5,20,45,315,593,22,4,4,4,4,4,4,4
