0.000000,0.000000,0.000221
41.405560,2.172620,3.914440
41.412432,2.219750,3.869578
41.405660,2.170150,3.913913
41.379780,2.176230,3.922171
41.380430,2.190940,3.925119
41.396310,2.168320,3.946692
41.405680,2.169430,3.913808
41.389560,2.177590,3.949426
41.405700,2.170160,3.913702
41.380600,2.177960,3.925864
41.418410,2.133070,3.816569
41.397050,2.174690,3.945320
41.381740,2.166630,3.930572
41.399090,2.207330,3.940445
41.381040,2.165650,3.927740
41.382140,2.165680,3.932107
41.405540,2.170170,3.914545
41.403990,2.178020,3.922213
41.406820,2.186490,3.907529
41.373710,2.167060,3.886965
41.382370,2.161460,3.932961
41.378610,2.167370,3.916462
41.392240,2.178060,3.950453
41.384960,2.179820,3.941187
41.408791,2.166066,3.895530
41.402710,2.166460,3.927860
41.406530,2.174600,3.909173
41.406470,2.174570,3.909509
41.406530,2.174600,3.909173
41.371550,2.136640,3.871135
41.397870,2.204290,3.943553
41.388320,2.122010,3.948010
41.406530,2.174600,3.909173
41.423370,2.174900,3.763121
41.392020,2.151010,3.950474
41.406400,2.174490,3.909899
41.383400,2.172410,3.936541
41.406710,2.185920,3.908156
41.406810,2.185530,3.907587
41.406530,2.174550,3.909173
41.391960,2.168560,3.950476
41.392580,2.176920,3.950384
41.388930,2.124430,3.948781
41.388420,2.161080,3.948146
41.406600,2.174590,3.908779
41.406610,2.151150,3.908723
41.408050,2.214870,3.900210
41.398770,2.158870,3.941316
41.372400,2.164800,3.877569
41.398000,2.155300,3.943249
41.370420,2.164110,3.862176
41.373640,2.139060,3.886478
41.399700,2.174888,3.938675
41.406530,2.174600,3.909173
41.396530,2.144200,3.946307
41.379180,2.177330,3.919308
41.381130,2.188970,3.928114
41.416260,2.201490,3.837096
41.415080,2.188570,3.847668
41.381700,2.171950,3.930415
41.414370,2.139270,3.853790
41.380100,2.176930,3.923643
41.412280,2.175820,3.870756
41.377810,2.184450,3.912260
41.392680,2.172140,3.950356
41.391840,2.171460,3.950476
41.401810,2.176100,3.931457
41.383470,2.158020,3.936769
41.377800,2.158200,3.912206
41.389500,2.157690,3.949371
41.373140,2.167890,3.882954
41.379380,2.181110,3.920278
41.383070,2.155180,3.935438
41.391760,2.125060,3.950474
41.380990,2.172130,3.927530
41.402920,2.160690,3.926976
41.420420,2.148000,3.795921
41.390860,2.188030,3.950272
41.388390,2.150190,3.948106
41.384930,2.180900,3.941106
41.410420,2.175950,3.884519
41.393830,2.198130,3.949747
41.406970,2.161060,3.906667
41.395110,2.145600,3.948468
41.404660,2.171470,3.919010
41.371950,2.169360,3.874196
41.408430,2.174940,3.897834
41.387770,2.196010,3.947191
41.390760,2.175030,3.950230
41.397824,2.170577,3.943659
41.401310,2.181910,3.933322
41.403490,2.204140,3.924493
41.392532,2.193256,3.950397
41.376810,2.142110,3.906669
41.399930,2.165360,3.937972
41.407350,2.158850,3.904445
41.403990,2.155650,3.922213
41.371840,2.147990,3.873360
41.385120,2.171290,3.941610
41.392710,2.179740,3.950346
41.381840,2.151190,3.930961
41.382190,2.180390,3.932294
41.405080,2.154910,3.916915
41.405020,2.208020,3.917219
41.384280,2.195760,3.939276
41.379610,2.173060,3.921374
41.375553,2.162536,3.899113
41.379110,2.153560,3.918965
41.385450,2.181170,3.942453
41.418920,2.148710,3.811462
41.405495,2.171235,3.914782
41.388530,2.176040,3.948292
41.396390,2.176410,3.946554
41.384160,2.182570,3.938921
